term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf,mean_tfidf
1473,1,8.942408208415342e-07,20.092833259818953,4,CD,1,{'CD'},0,1473,1473,1473,2.298853076409707,7.357978031590138e-05
festoons,1,8.942408208415342e-07,20.092833259818953,8,NNS,1,{'NNS'},0,festoon,festoon,festoon,2.298853076409707,4.639367674536753e-05
tens,1,8.942408208415342e-07,20.092833259818953,4,NNS,1,{'NNS'},0,ten,ten,ten,2.298853076409707,4.639367674536753e-05
marshmallows,1,8.942408208415342e-07,20.092833259818953,12,NNS,1,{'NNS'},0,marshmallow,marshmallow,marshmallow,2.298853076409707,4.639367674536753e-05
fanatic,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,fanat,fanat,fan,2.298853076409707,7.220015943497823e-05
scared-,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,scared-,scared-,scared-,2.298853076409707,4.639367674536753e-05
shaves,1,8.942408208415342e-07,20.092833259818953,6,NNS,1,{'NNS'},0,shave,shave,shav,2.298853076409707,4.639367674536753e-05
grandfathers,1,8.942408208415342e-07,20.092833259818953,12,NNS,1,{'NNS'},0,grandfath,grandfath,grandfath,2.298853076409707,4.639367674536753e-05
nearsighted,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,nearsight,nearsight,nearsight,2.298853076409707,4.639367674536753e-05
delights,1,8.942408208415342e-07,20.092833259818953,8,NNS,1,{'NNS'},0,delight,delight,delight,2.298853076409707,4.639367674536753e-05
dampen,1,8.942408208415342e-07,20.092833259818953,6,VB,1,{'VB'},0,dampen,dampen,damp,2.298853076409707,7.220015943497823e-05
dive-bombing,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,dive-bomb,dive-bomb,dive-bombing,2.298853076409707,7.220015943497823e-05
cafru,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,cafru,cafru,cafru,2.298853076409707,4.639367674536753e-05
refereed,1,8.942408208415342e-07,20.092833259818953,8,VBD,1,{'VBD'},0,refere,refere,referee,2.298853076409707,7.220015943497823e-05
sixty-fifth,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,sixty-fifth,sixty-fifth,sixty-fifth,2.298853076409707,7.220015943497823e-05
devon,1,8.942408208415342e-07,20.092833259818953,5,NNP,1,{'NNP'},0,devon,devon,devon,2.298853076409707,7.220015943497823e-05
fifty-eight,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,fifty-eight,fifty-eight,fifty-eight,2.298853076409707,7.220015943497823e-05
sixty-five,1,8.942408208415342e-07,20.092833259818953,10,JJ,1,{'JJ'},0,sixty-f,sixty-f,sixty-five,2.298853076409707,7.220015943497823e-05
mortis,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,morti,morti,mort,2.298853076409707,7.220015943497823e-05
wohsi,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,wohsi,wohsi,wohs,2.298853076409707,4.639367674536753e-05
ube,1,8.942408208415342e-07,20.092833259818953,3,JJ,1,{'JJ'},0,ube,ube,ub,2.298853076409707,4.639367674536753e-05
turnips,1,8.942408208415342e-07,20.092833259818953,7,NNS,1,{'NNS'},0,turnip,turnip,turnip,2.298853076409707,4.639367674536753e-05
cranberry,1,8.942408208415342e-07,20.092833259818953,9,NN,1,{'NN'},0,cranberri,cranberri,cranberry,2.298853076409707,4.639367674536753e-05
fifty-pence,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,fifty-p,fifty-p,fifty-pence,2.298853076409707,4.639367674536753e-05
pence,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,penc,penc,pent,2.298853076409707,4.639367674536753e-05
weird\,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,weird\,weird\,weird\,2.298853076409707,4.639367674536753e-05
hand-,1,8.942408208415342e-07,20.092833259818953,5,JJ,1,{'JJ'},0,hand-,hand-,hand-,2.298853076409707,4.639367674536753e-05
gred,1,8.942408208415342e-07,20.092833259818953,4,NNP,1,{'NNP'},0,gred,gred,gred,2.298853076409707,4.639367674536753e-05
frog-marched,1,8.942408208415342e-07,20.092833259818953,12,VBD,1,{'VBD'},0,frog-march,frog-march,frog-marched,2.298853076409707,4.639367674536753e-05
admiral,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,admir,admir,admir,2.298853076409707,4.639367674536753e-05
ehru,1,8.942408208415342e-07,20.092833259818953,4,NN,1,{'NN'},0,ehru,ehru,ehru,2.298853076409707,4.639367674536753e-05
non-explodable,1,8.942408208415342e-07,20.092833259818953,14,JJ,1,{'JJ'},0,non-explod,non-explod,non-explodable,2.298853076409707,4.639367674536753e-05
grow-,1,8.942408208415342e-07,20.092833259818953,5,JJ,1,{'JJ'},0,grow-,grow-,grow-,2.298853076409707,4.639367674536753e-05
your-own-warts,1,8.942408208415342e-07,20.092833259818953,14,JJ,1,{'JJ'},0,your-own-wart,your-own-wart,your-own-warts,2.298853076409707,4.639367674536753e-05
creeps,1,8.942408208415342e-07,20.092833259818953,6,NNS,1,{'NNS'},0,creep,creep,creep,2.298853076409707,4.639367674536753e-05
interesting-looking,1,8.942408208415342e-07,20.092833259818953,19,JJ,1,{'JJ'},0,interesting-look,interesting-look,interesting-look,2.298853076409707,4.639367674536753e-05
stra,1,8.942408208415342e-07,20.092833259818953,4,JJ,1,{'JJ'},0,stra,stra,stra,2.298853076409707,4.639367674536753e-05
flying-key,1,8.942408208415342e-07,20.092833259818953,10,JJ,1,{'JJ'},0,flying-key,flying-key,flying-key,2.298853076409707,3.702572278716832e-05
treble,1,8.942408208415342e-07,20.092833259818953,6,JJ,1,{'JJ'},0,trebl,trebl,trebl,2.298853076409707,5.607779373590542e-05
feasting,1,8.942408208415342e-07,20.092833259818953,8,VBG,1,{'VBG'},0,feast,feast,feast,2.298853076409707,4.695945329104276e-05
haggle,1,8.942408208415342e-07,20.092833259818953,6,VB,1,{'VB'},0,haggl,haggl,haggl,2.298853076409707,4.477529267285471e-05
miggs,1,8.942408208415342e-07,20.092833259818953,5,NNP,1,{'NNP'},0,migg,migg,mig,2.298853076409707,5.0666778550861915e-05
yv,1,8.942408208415342e-07,20.092833259818953,2,NN,1,{'NN'},0,yv,yv,yv,2.298853076409707,4.477529267285471e-05
bombard,1,8.942408208415342e-07,20.092833259818953,7,VB,1,{'VB'},0,bombard,bombard,bombard,2.298853076409707,4.477529267285471e-05
molting,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,molt,molt,molt,2.298853076409707,4.477529267285471e-05
apples,1,8.942408208415342e-07,20.092833259818953,6,NNS,1,{'NNS'},0,appl,appl,appl,2.298853076409707,4.477529267285471e-05
escapators,1,8.942408208415342e-07,20.092833259818953,10,NNS,1,{'NNS'},0,escap,escap,escap,2.298853076409707,4.477529267285471e-05
fidget,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,fidget,fidget,fidget,2.298853076409707,4.477529267285471e-05
d-dia-gon,1,8.942408208415342e-07,20.092833259818953,9,NNP,1,{'NNP'},0,d-dia-gon,d-dia-gon,d-dia-gon,2.298853076409707,4.477529267285471e-05
evil-looking,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,evil-look,evil-look,evil-looking,2.298853076409707,4.477529267285471e-05
quelling,1,8.942408208415342e-07,20.092833259818953,8,VBG,1,{'VBG'},0,quell,quell,quel,2.298853076409707,4.477529267285471e-05
priced,1,8.942408208415342e-07,20.092833259818953,6,VBN,1,{'VBN'},0,price,price,pric,2.298853076409707,4.477529267285471e-05
conducting,1,8.942408208415342e-07,20.092833259818953,10,VBG,1,{'VBG'},0,conduct,conduct,conduc,2.298853076409707,4.477529267285471e-05
flea-,1,8.942408208415342e-07,20.092833259818953,5,JJ,1,{'JJ'},0,flea-,flea-,flea-,2.298853076409707,4.477529267285471e-05
insert,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,insert,insert,insert,2.298853076409707,4.477529267285471e-05
plunderers,1,8.942408208415342e-07,20.092833259818953,10,NNS,1,{'NNS'},0,plunder,plunder,plund,2.298853076409707,4.477529267285471e-05
martin,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,martin,martin,martin,2.298853076409707,5.0666778550861915e-05
comics,1,8.942408208415342e-07,20.092833259818953,6,NNS,1,{'NNS'},0,comic,comic,com,2.298853076409707,5.0666778550861915e-05
shuts,1,8.942408208415342e-07,20.092833259818953,5,VBZ,1,{'VBZ'},0,shut,shut,shut,2.298853076409707,5.0666778550861915e-05
betide,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,betid,betid,betid,2.298853076409707,5.0666778550861915e-05
havedied,1,8.942408208415342e-07,20.092833259818953,8,VB,1,{'VB'},0,havedi,havedi,havedy,2.298853076409707,5.0666778550861915e-05
witching,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,witch,witch,witch,2.298853076409707,5.0666778550861915e-05
sorceress,1,8.942408208415342e-07,20.092833259818953,9,NN,1,{'NN'},0,sorceress,sorceress,sorceress,2.298853076409707,5.0666778550861915e-05
de-gnome,1,8.942408208415342e-07,20.092833259818953,8,VB,1,{'VB'},0,de-gnom,de-gnom,de-gnom,2.298853076409707,5.0666778550861915e-05
cheekily,1,8.942408208415342e-07,20.092833259818953,8,RB,1,{'RB'},0,cheekili,cheekili,cheeky,2.298853076409707,5.0666778550861915e-05
woe,1,8.942408208415342e-07,20.092833259818953,3,VB,1,{'VB'},0,woe,woe,woe,2.298853076409707,5.0666778550861915e-05
clauses,1,8.942408208415342e-07,20.092833259818953,7,NNP,1,{'NNP'},0,claus,claus,claus,2.298853076409707,5.0666778550861915e-05
nighti,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,nighti,nighti,night,2.298853076409707,5.0666778550861915e-05
claus,1,8.942408208415342e-07,20.092833259818953,5,NNP,1,{'NNP'},0,clau,claus,cla,2.298853076409707,5.0666778550861915e-05
knobby,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,knobbi,knobbi,knobby,2.298853076409707,5.0666778550861915e-05
gnomeholes,1,8.942408208415342e-07,20.092833259818953,10,NNS,1,{'NNS'},0,gnomehol,gnomehol,gnomehol,2.298853076409707,5.0666778550861915e-05
travel-worn,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,travel-worn,travel-worn,travel-worn,2.298853076409707,5.0666778550861915e-05
mortlake,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,mortlak,mortlak,mortlak,2.298853076409707,5.0666778550861915e-05
c-cars,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,c-car,c-car,c-cars,2.298853076409707,5.0666778550861915e-05
plunderer,1,8.942408208415342e-07,20.092833259818953,9,NN,1,{'NN'},0,plunder,plunder,plund,2.298853076409707,4.477529267285471e-05
shab,1,8.942408208415342e-07,20.092833259818953,4,JJ,1,{'JJ'},0,shab,shab,shab,2.298853076409707,4.477529267285471e-05
p-p-poor,1,8.942408208415342e-07,20.092833259818953,8,JJ,1,{'JJ'},0,p-p-poor,p-p-poor,p-p-poor,2.298853076409707,5.607779373590542e-05
by-looking,1,8.942408208415342e-07,20.092833259818953,10,JJ,1,{'JJ'},0,by-look,by-look,by-looking,2.298853076409707,4.477529267285471e-05
dozens,1,8.942408208415342e-07,20.092833259818953,6,NNS,1,{'NNS'},0,dozen,dozen,doz,2.298853076409707,4.477529267285471e-05
gents,1,8.942408208415342e-07,20.092833259818953,5,NNS,1,{'NNS'},0,gent,gent,gent,2.298853076409707,4.477529267285471e-05
wading,1,8.942408208415342e-07,20.092833259818953,6,VBG,1,{'VBG'},0,wade,wade,wad,2.298853076409707,4.477529267285471e-05
encyclopedia,1,8.942408208415342e-07,20.092833259818953,12,NNP,1,{'NNP'},0,encyclopedia,encyclopedia,encycloped,2.298853076409707,4.477529267285471e-05
listenin,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,listenin,listenin,listenin,2.298853076409707,4.477529267285471e-05
brawling,1,8.942408208415342e-07,20.092833259818953,8,VBG,1,{'VBG'},0,brawl,brawl,brawl,2.298853076409707,4.477529267285471e-05
mouthwatering,1,8.942408208415342e-07,20.092833259818953,13,VBG,1,{'VBG'},0,mouthwat,mouthwat,mouthw,2.298853076409707,3.5112539542846556e-05
half-dressed,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,half-dress,half-dress,half-dressed,2.298853076409707,3.5112539542846556e-05
atten,1,8.942408208415342e-07,20.092833259818953,5,IN,1,{'IN'},0,atten,atten,at,2.298853076409707,3.5112539542846556e-05
ignition,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,ignit,ignit,ignit,2.298853076409707,3.5112539542846556e-05
swirls,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,swirl,swirl,swirl,2.298853076409707,3.5112539542846556e-05
churches,1,8.942408208415342e-07,20.092833259818953,8,NNS,1,{'NNS'},0,church,church,church,2.298853076409707,3.5112539542846556e-05
wipers,1,8.942408208415342e-07,20.092833259818953,6,NNS,1,{'NNS'},0,wiper,wiper,wip,2.298853076409707,3.5112539542846556e-05
landmark,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,landmark,landmark,landmark,2.298853076409707,3.5112539542846556e-05
cajolingly,1,8.942408208415342e-07,20.092833259818953,10,RB,1,{'RB'},0,cajolingli,cajol,cajol,2.298853076409707,3.5112539542846556e-05
disgraces,1,8.942408208415342e-07,20.092833259818953,9,VBZ,1,{'VBZ'},0,disgrac,disgrac,disgrac,2.298853076409707,4.477529267285471e-05
beginner,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,beginn,beginn,begin,2.298853076409707,4.477529267285471e-05
irritable-looking,1,8.942408208415342e-07,20.092833259818953,17,JJ,1,{'JJ'},0,irritable-look,irritable-look,irritable-looking,2.298853076409707,4.477529267285471e-05
minature,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,minatur,minatur,min,2.298853076409707,4.477529267285471e-05
snow-white,1,8.942408208415342e-07,20.092833259818953,10,JJ,1,{'JJ'},0,snow-whit,snow-whit,snow-white,2.298853076409707,4.477529267285471e-05
skulkin,1,8.942408208415342e-07,20.092833259818953,7,NNP,1,{'NNP'},0,skulkin,skulkin,skulkin,2.298853076409707,4.477529267285471e-05
flesh-eatin,1,8.942408208415342e-07,20.092833259818953,11,NNP,1,{'NNP'},0,flesh-eatin,flesh-eatin,flesh-eatin,2.298853076409707,4.477529267285471e-05
ruinin,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,ruinin,ruinin,ruinin,2.298853076409707,4.477529267285471e-05
mugglesl,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,mugglesl,mugglesl,mugglesl,2.298853076409707,4.477529267285471e-05
ten-pound,1,8.942408208415342e-07,20.092833259818953,9,JJ,1,{'JJ'},0,ten-pound,ten-pound,ten-pound,2.298853076409707,4.477529267285471e-05
knock-,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,knock-,knock-,knock-,2.298853076409707,4.477529267285471e-05
me-not,1,8.942408208415342e-07,20.092833259818953,6,JJ,1,{'JJ'},0,me-not,me-not,me-not,2.298853076409707,4.477529267285471e-05
strawberry-and-peanut-butter,1,8.942408208415342e-07,20.092833259818953,28,JJ,1,{'JJ'},0,strawberry-and-peanut-butt,strawberry-and-peanut-butt,strawberry-and-peanut-butter,2.298853076409707,4.477529267285471e-05
slurped,1,8.942408208415342e-07,20.092833259818953,7,VBD,1,{'VBD'},0,slurp,slurp,slurp,2.298853076409707,4.477529267285471e-05
gambol,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,gambol,gambol,gambol,2.298853076409707,4.477529267285471e-05
japes,1,8.942408208415342e-07,20.092833259818953,5,NNP,1,{'NNP'},0,jape,jape,jap,2.298853076409707,4.477529267285471e-05
wet-,1,8.942408208415342e-07,20.092833259818953,4,NNP,1,{'NNP'},0,wet-,wet-,wet-,2.298853076409707,4.477529267285471e-05
forget-,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,forget-,forget-,forget-,2.298853076409707,4.477529267285471e-05
note\,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,note\,note\,note\,2.298853076409707,5.0666778550861915e-05
empty\,1,8.942408208415342e-07,20.092833259818953,6,NN,1,{'NN'},0,empty\,empty\,empty\,2.298853076409707,5.0666778550861915e-05
saber-toothed,1,8.942408208415342e-07,20.092833259818953,13,JJ,1,{'JJ'},0,saber-tooth,saber-tooth,saber-toothed,2.298853076409707,5.0666778550861915e-05
37,1,8.942408208415342e-07,20.092833259818953,2,CD,1,{'CD'},0,37,37,37,2.298853076409707,5.0666778550861915e-05
jot,1,8.942408208415342e-07,20.092833259818953,3,NN,1,{'NN'},0,jot,jot,jot,2.298853076409707,5.607779373590542e-05
temples,1,8.942408208415342e-07,20.092833259818953,7,NNS,1,{'NNS'},0,templ,templ,templ,2.298853076409707,8.751534476967058e-05
banquets,1,8.942408208415342e-07,20.092833259818953,8,NNS,1,{'NNS'},0,banquet,banquet,banquet,2.298853076409707,8.751534476967058e-05
top-of-the-line,1,8.942408208415342e-07,20.092833259818953,15,JJ,1,{'JJ'},0,top-of-the-lin,top-of-the-lin,top-of-the-line,2.298853076409707,8.751534476967058e-05
neckless,1,8.942408208415342e-07,20.092833259818953,8,JJ,1,{'JJ'},0,neckless,neckless,neckless,2.298853076409707,8.751534476967058e-05
rapturously,1,8.942408208415342e-07,20.092833259818953,11,RB,1,{'RB'},0,raptur,raptur,rapt,2.298853076409707,8.751534476967058e-05
eight-fifteen,1,8.942408208415342e-07,20.092833259818953,13,JJ,1,{'JJ'},0,eight-fifteen,eight-fifteen,eight-fifteen,2.298853076409707,8.751534476967058e-05
archenemy,1,8.942408208415342e-07,20.092833259818953,9,NN,1,{'NN'},0,archenemi,archenemi,archenemy,2.298853076409707,8.751534476967058e-05
m-magic,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,m-magic,m-magic,m-magic,2.298853076409707,8.751534476967058e-05
jiggery,1,8.942408208415342e-07,20.092833259818953,7,NNP,1,{'NNP'},0,jiggeri,jiggeri,jiggery,2.298853076409707,8.751534476967058e-05
pokeryv,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,pokeryv,pokeryv,pokeryv,2.298853076409707,8.751534476967058e-05
hocus,1,8.942408208415342e-07,20.092833259818953,5,NNP,1,{'NNP'},0,hocu,hocus,hoc,2.298853076409707,8.751534476967058e-05
pocus,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,pocu,pocus,poc,2.298853076409707,8.751534476967058e-05
wiggly,1,8.942408208415342e-07,20.092833259818953,6,RB,1,{'RB'},0,wiggli,wigg,wig,2.298853076409707,8.751534476967058e-05
muuuuuum,1,8.942408208415342e-07,20.092833259818953,8,NNP,1,{'NNP'},0,muuuuuum,muuuuuum,muuuuu,2.298853076409707,8.751534476967058e-05
seventy-two,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,seventy-two,seventy-two,seventy-two,2.298853076409707,5.607779373590542e-05
best-played,1,8.942408208415342e-07,20.092833259818953,11,JJ,1,{'JJ'},0,best-play,best-play,best-played,2.298853076409707,5.607779373590542e-05
sunburn,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,sunburn,sunburn,sunburn,2.298853076409707,5.607779373590542e-05
increases,1,8.942408208415342e-07,20.092833259818953,9,VBZ,1,{'VBZ'},0,increas,increas,increas,2.298853076409707,5.607779373590542e-05
st-,1,8.942408208415342e-07,20.092833259818953,3,JJ,1,{'JJ'},0,st-,st-,st-,2.298853076409707,5.607779373590542e-05
rooting,1,8.942408208415342e-07,20.092833259818953,7,VBG,1,{'VBG'},0,root,root,root,2.298853076409707,5.607779373590542e-05
needle-sharp,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,needle-sharp,needle-sharp,needle-sharp,2.298853076409707,5.607779373590542e-05
aaaargh,1,8.942408208415342e-07,20.092833259818953,7,NNP,1,{'NNP'},0,aaaargh,aaaargh,aaaargh,2.298853076409707,5.607779373590542e-05
misters,1,8.942408208415342e-07,20.092833259818953,7,NNPS,1,{'NNPS'},0,mister,mister,mist,2.298853076409707,5.607779373590542e-05
hygienic,1,8.942408208415342e-07,20.092833259818953,8,JJ,1,{'JJ'},0,hygien,hygien,hygy,2.298853076409707,5.607779373590542e-05
vomit-flavored,1,8.942408208415342e-07,20.092833259818953,14,JJ,1,{'JJ'},0,vomit-flavor,vomit-flavor,vomit-flavored,2.298853076409707,5.607779373590542e-05
awarding,1,8.942408208415342e-07,20.092833259818953,8,NN,1,{'NN'},0,award,award,award,2.298853076409707,5.607779373590542e-05
golden-brown,1,8.942408208415342e-07,20.092833259818953,12,JJ,1,{'JJ'},0,golden-brown,golden-brown,golden-brown,2.298853076409707,5.607779373590542e-05
well-organized,1,8.942408208415342e-07,20.092833259818953,14,JJ,1,{'JJ'},0,well-organ,well-organ,well-organized,2.298853076409707,5.607779373590542e-05
of-year,1,8.942408208415342e-07,20.092833259818953,7,JJ,1,{'JJ'},0,of-year,of-year,of-year,2.298853076409707,5.607779373590542e-05
leather-covered,1,8.942408208415342e-07,20.092833259818953,15,JJ,1,{'JJ'},0,leather-cov,leather-cov,leather-covered,2.298853076409707,5.607779373590542e-05
checkup,1,8.942408208415342e-07,20.092833259818953,7,NN,1,{'NN'},0,checkup,checkup,checkup,2.298853076409707,5.607779373590542e-05
decked,1,8.942408208415342e-07,20.092833259818953,6,VBN,1,{'VBN'},0,deck,deck,deck,2.298853076409707,5.607779373590542e-05
muuuum,1,8.942408208415342e-07,20.092833259818953,6,NNP,1,{'NNP'},0,muuuum,muuuum,muuu,2.298853076409707,8.751534476967058e-05
soapy,1,8.942408208415342e-07,20.092833259818953,5,NN,1,{'NN'},0,soapi,soapi,soapy,2.298853076409707,8.751534476967058e-05
mowed,1,8.942408208415342e-07,20.092833259818953,5,VBD,1,{'VBD'},0,mow,mow,mow,2.298853076409707,8.751534476967058e-05
creaks,1,8.942408208415342e-07,20.092833259818953,6,VBZ,1,{'VBZ'},0,creak,creak,creak,2.298853076409707,5.0666778550861915e-05
magicking,1,8.942408208415342e-07,20.092833259818953,9,VBG,1,{'VBG'},0,magick,magick,magick,2.298853076409707,8.494136404115085e-05
happenings,1,8.942408208415342e-07,20.092833259818953,10,NNS,1,{'NNS'},0,happen,happen,hap,2.298853076409707,8.494136404115085e-05
